,p_0,p_1,p_2,p_3,p_4,p_5,p_6
313,0.026739234,0.035667438,0.01626466,0.050736763,0.03126777,0.02351904,0.053442545
314,0.12254161,0.093039274,0.054096427,0.103178136,0.06843133,0.06494319,0.094880946
315,0.12823409,0.12605399,0.042031936,0.12287857,0.047347363,0.040395584,0.07264223
316,0.13352741,0.12287857,0.043358993,0.114041425,0.06719326,0.049465854,0.08860652
317,0.27455127,0.2687514,0.07207997,0.20320933,0.081718735,0.056762386,0.11354219
318,0.087669455,0.12603678,0.032374043,0.14349017,0.036761235,0.035905167,0.06370894
319,0.015809901,0.032278784,0.010994447,0.059604365,0.01747322,0.021670103,0.03661503
320,0.021772582,0.04179932,0.015003998,0.06586184,0.025815815,0.02576655,0.048249647
321,0.019037453,0.02477315,0.013137279,0.05975884,0.017673051,0.018775042,0.03826675
322,0.019919632,0.03826042,0.013551864,0.05987709,0.022707157,0.02333907,0.044794
323,0.018723682,0.039164033,0.013485069,0.06682139,0.022969618,0.02499343,0.045521393
324,0.014884773,0.031229207,0.009615404,0.053388942,0.01426675,0.018715769,0.03227171
325,0.02965957,0.0507847,0.017990388,0.07068538,0.027532028,0.02710304,0.050329506
326,0.015503335,0.03136911,0.01099312,0.05589353,0.018488321,0.021305444,0.03794151
327,0.01333825,0.028048001,0.009410127,0.051507056,0.016635872,0.019183092,0.034973186
328,0.017463254,0.033090305,0.012527725,0.0594931,0.018259386,0.022550857,0.037674792
329,0.02786606,0.052465405,0.017768752,0.07656381,0.029917337,0.029664416,0.053177077
330,0.022630727,0.031299915,0.013523379,0.060034264,0.019497493,0.019231403,0.039121814
331,0.019579483,0.041709416,0.015211184,0.072604865,0.022466654,0.024824219,0.04524683
332,0.02139665,0.04384377,0.01560333,0.06341804,0.023226483,0.025664547,0.0443983
333,0.028597804,0.048289694,0.017486064,0.06577049,0.027984103,0.02607637,0.050415676
334,0.015099169,0.03465615,0.010845772,0.06596319,0.016979156,0.021883303,0.03600132
335,0.023978842,0.045558628,0.015542844,0.06640663,0.026566563,0.025410175,0.048399422
336,0.022399576,0.03315525,0.013468465,0.054327007,0.020154122,0.021504326,0.040149044
337,0.018241629,0.04022775,0.013203628,0.06537661,0.020262579,0.022312494,0.04074418
338,0.019050455,0.034538157,0.012850936,0.05627813,0.020623945,0.021593284,0.040442403
339,0.2504129,0.3255771,0.054611508,0.23608096,0.07856604,0.04432826,0.10782287
340,0.031718172,0.0481566,0.017111363,0.06094147,0.029225787,0.024834367,0.050018985
341,0.035461694,0.06863667,0.015515129,0.08792092,0.02364781,0.023243727,0.045525137
342,0.023013907,0.04556928,0.014390727,0.06704625,0.022575567,0.023409145,0.043699697
343,0.049250532,0.057244223,0.02123695,0.062846005,0.03528166,0.029023407,0.055993658
344,0.04780055,0.06734922,0.020290626,0.07517068,0.03964889,0.03387655,0.06069688
345,0.05879319,0.07806404,0.022577439,0.09887841,0.035657313,0.030022003,0.05911375
346,0.06594065,0.11484854,0.021437291,0.120419785,0.029642154,0.026990302,0.054042265
347,0.039784744,0.046632048,0.021002611,0.05620864,0.031859666,0.02733637,0.053006064
348,0.07927041,0.081982695,0.029079305,0.087865904,0.031556826,0.03166809,0.05469185
349,0.1527815,0.1162505,0.04242393,0.10185263,0.043359976,0.037561644,0.06953718
350,0.08047529,0.06343744,0.04177733,0.0839583,0.0546129,0.045029934,0.07877533
351,0.04923923,0.05864655,0.029333174,0.081181094,0.03286791,0.032862704,0.056441557
352,0.07865444,0.13326721,0.027405243,0.14432299,0.039188776,0.034896992,0.064437255
353,0.3167474,0.42472365,0.06309604,0.28623712,0.08441461,0.041164227,0.12025437
354,0.12422017,0.1366761,0.037306555,0.12554081,0.07330912,0.049323,0.094656326
355,0.05538375,0.0630185,0.023640664,0.07907611,0.03981191,0.036408704,0.061469126
356,0.028545214,0.05238047,0.01934415,0.073548414,0.028999517,0.027200045,0.05314639
357,0.016213365,0.035811808,0.012068257,0.063508615,0.019575745,0.022088364,0.040566955
358,0.030891191,0.040357452,0.02069374,0.079849675,0.02670295,0.025560172,0.051410235
359,0.01987246,0.02768699,0.013223924,0.049195018,0.01909133,0.019533673,0.039791133
360,0.024822839,0.037844233,0.015525149,0.052760676,0.025220886,0.023040274,0.045926496
361,0.020903759,0.043027513,0.01401564,0.06590644,0.021839136,0.023529483,0.04228414
362,0.017517526,0.033004075,0.011824369,0.05503996,0.018507153,0.021256674,0.037475158
363,0.1649671,0.23129196,0.046797417,0.2150813,0.051836025,0.040358763,0.08447885
364,0.33927524,0.4245175,0.081045195,0.30720928,0.077015795,0.046814468,0.119957544
365,0.052757207,0.057033688,0.024496648,0.07051688,0.03318922,0.036344193,0.054321676
366,0.099825315,0.13105589,0.033315364,0.12751341,0.048574295,0.04338119,0.07372614
367,0.045413904,0.07872223,0.020276688,0.11037616,0.02655005,0.030181637,0.04983837
368,0.016911386,0.030718854,0.011661086,0.05523327,0.015820546,0.020339536,0.034218494
369,0.016954415,0.03678909,0.011707048,0.061058573,0.019239783,0.022880293,0.03954048
370,0.022142943,0.037394207,0.0133549655,0.058939293,0.023162665,0.022067197,0.04336203
371,0.019388957,0.027612701,0.011642559,0.04766817,0.017954512,0.017967235,0.037633657
372,0.016276957,0.037421875,0.0125264395,0.06514519,0.019196173,0.022176817,0.039854255
373,0.021661285,0.037445355,0.0142445965,0.057923734,0.020957261,0.022354197,0.041039225
374,0.025900418,0.04419578,0.017784886,0.066057764,0.024485162,0.02487322,0.04755864
375,0.015010678,0.03371037,0.011670361,0.061589535,0.01759022,0.02144552,0.037515283
376,0.017208632,0.036435403,0.012081755,0.057960317,0.021621147,0.021303453,0.042038597
377,0.19729742,0.19760536,0.053034052,0.1684467,0.05661328,0.045285307,0.085156195
378,0.064243875,0.07336028,0.02434476,0.07686031,0.038935144,0.031588916,0.05920615
379,0.09174013,0.13338849,0.025777584,0.1205871,0.041877512,0.031384725,0.066235214
380,0.033943463,0.061738554,0.015923822,0.07711767,0.026146604,0.025009051,0.04790038
381,0.07182488,0.09345877,0.025364542,0.09333263,0.04238178,0.033538386,0.062716745
382,0.37544727,0.4806573,0.07572671,0.30243462,0.07054313,0.035019256,0.11496658
383,0.07869778,0.08536036,0.039649278,0.09398994,0.061070636,0.06445421,0.09005231
384,0.10812946,0.11985109,0.03624277,0.11796556,0.057384115,0.045142785,0.0797072
385,0.0930896,0.15809827,0.024638377,0.12912606,0.045357,0.03223681,0.07018543
386,0.046233166,0.0760923,0.01647465,0.08159991,0.024440013,0.02367623,0.045639187
387,0.06030169,0.054942727,0.027746327,0.06609408,0.036753215,0.031621885,0.05951204
388,0.16231272,0.20264766,0.04743185,0.18506737,0.060248017,0.044735234,0.08826427
389,0.065262385,0.055708997,0.03205277,0.067550294,0.054469846,0.048754808,0.07816396
390,0.10569536,0.09366466,0.038150154,0.09961895,0.048868015,0.041387696,0.07231024
391,0.06065204,0.06836456,0.02651351,0.08921351,0.037506245,0.037712507,0.060018837
392,0.1739575,0.1907704,0.039054643,0.14036733,0.065551236,0.041862696,0.090897664
393,0.118220344,0.12777188,0.032622635,0.115735255,0.054390267,0.040950026,0.080444
394,0.10469464,0.09268246,0.032639634,0.09198054,0.052059367,0.04619235,0.07611135
395,0.0201882,0.04051072,0.011941831,0.07267974,0.018653804,0.024537705,0.038407594
396,0.02732972,0.047077697,0.017548753,0.0675363,0.029040609,0.027373536,0.05186373
397,0.0147864,0.029215237,0.009761062,0.052796345,0.015153149,0.018812897,0.03309582
398,0.018653452,0.02630246,0.011598039,0.047370758,0.018215304,0.018968964,0.03780526
399,0.022224257,0.042180188,0.012572269,0.05839423,0.02001887,0.022291427,0.039654437
400,0.06966727,0.09235416,0.026585346,0.09510432,0.05016709,0.036338683,0.07132578
401,0.41528186,0.5002658,0.088935286,0.27345362,0.07912153,0.03888324,0.12843807
402,0.1660366,0.13968128,0.049083017,0.122751415,0.051543884,0.045788072,0.07590713
403,0.08458661,0.09358362,0.03584383,0.103188686,0.06629007,0.05084658,0.08853182
404,0.19881605,0.2613716,0.04761913,0.21403176,0.063742325,0.04204526,0.09179397
405,0.2095746,0.26517558,0.048865627,0.19317766,0.079084754,0.047915153,0.10515588
406,0.31662357,0.39245948,0.06942286,0.2399237,0.09639527,0.05159458,0.13017838
407,0.08190693,0.11394927,0.031784628,0.120467074,0.0448666,0.041198287,0.06864214
408,0.018330097,0.036376588,0.012293778,0.057821855,0.01678985,0.023418248,0.034492735
409,0.017224526,0.033491455,0.0135407075,0.06533181,0.020172706,0.029961009,0.04070023
410,0.01653586,0.035112917,0.012170565,0.067404054,0.017100386,0.025422838,0.03583592
411,0.018427111,0.037280258,0.013349093,0.07148566,0.018394276,0.026821153,0.037804615
412,0.019024078,0.036485676,0.012975344,0.07107781,0.017872393,0.024960415,0.03678609
413,0.017690467,0.039280843,0.013811397,0.079537384,0.021099446,0.029024057,0.041441884
414,0.030248951,0.043284383,0.021146126,0.0768789,0.03083373,0.029527072,0.055258732
415,0.016974455,0.037058454,0.011802722,0.061757464,0.019978292,0.022661563,0.0406328
416,0.016619466,0.035490103,0.011788642,0.058695238,0.018397612,0.02076046,0.03820012
417,0.017414607,0.034019314,0.011731934,0.054428194,0.022940647,0.02134311,0.043582685
418,0.02123488,0.03990396,0.014576926,0.061905563,0.02742935,0.02426945,0.04988405
419,0.018906852,0.03836645,0.013137464,0.061352756,0.0254176,0.023548244,0.04731242
420,0.016410097,0.035545655,0.012792343,0.05900195,0.021158349,0.023403445,0.042300306
421,0.015633028,0.034877554,0.011402004,0.062261105,0.019506464,0.021289421,0.04019988
422,0.01607763,0.035315853,0.011922703,0.06330875,0.019391226,0.021611787,0.04018473
423,0.018083932,0.03511571,0.011561456,0.05785734,0.016668377,0.020356841,0.035890717
424,0.026678998,0.03365924,0.01723655,0.06805191,0.024987405,0.021918328,0.047145434
425,0.017373124,0.03830396,0.012473965,0.059883233,0.023044547,0.021868173,0.044404868
426,0.027414173,0.046989325,0.01840616,0.06831228,0.029968938,0.028065544,0.053300932
427,0.016685337,0.03426275,0.011988872,0.06221769,0.01881828,0.021652322,0.039358165
428,0.015337684,0.0355021,0.011597614,0.06040197,0.017867053,0.020930815,0.037648022
429,0.019111516,0.037151877,0.013681593,0.06036226,0.019438889,0.02213976,0.039102122
430,0.13155699,0.15334009,0.04193833,0.13974544,0.062494293,0.047904387,0.08571371
431,0.03918481,0.039858315,0.026804274,0.067349896,0.04376886,0.044884194,0.07138767
432,0.14782575,0.16519861,0.044173297,0.15211369,0.063281864,0.044619624,0.08739953
433,0.08101863,0.11531992,0.027182152,0.105703056,0.045238066,0.035403695,0.06973126
434,0.035981897,0.06665242,0.015300965,0.08567738,0.024150081,0.023648513,0.046119414
435,0.03615329,0.06832536,0.014655727,0.084057346,0.022271365,0.021843385,0.04374634
436,0.05484229,0.091378585,0.018022457,0.08825072,0.03355711,0.026966922,0.05434695
437,0.3914631,0.45183963,0.09877872,0.28906372,0.09330284,0.05289425,0.13432853
438,0.13436462,0.18063855,0.0401738,0.16015892,0.07800222,0.050016537,0.09917639
439,0.03405689,0.050842922,0.016627932,0.05944753,0.03355617,0.029619265,0.0547281
440,0.034077678,0.06895867,0.013968432,0.08249408,0.022421772,0.023006741,0.043280046
441,0.04030142,0.05551181,0.018764459,0.062169675,0.030324329,0.027747955,0.052356176
442,0.13526632,0.117682695,0.04241868,0.10138015,0.069873184,0.050276566,0.09261508
443,0.1987496,0.20482668,0.052885924,0.15333425,0.079640254,0.050825823,0.10359544
444,0.06267811,0.09069238,0.02216151,0.10558875,0.036679346,0.03233984,0.059207354
445,0.13396902,0.17143129,0.03847107,0.15347707,0.045821335,0.04000759,0.07440799
446,0.017486563,0.033813246,0.012574068,0.06369075,0.018198244,0.02434146,0.03759812
447,0.015996953,0.033967867,0.011300172,0.05851179,0.016913319,0.021050107,0.036247175
448,0.016709037,0.035534095,0.01173138,0.060125142,0.019965157,0.021838533,0.04052647
449,0.12500452,0.21337765,0.02430842,0.16358313,0.036576018,0.02284343,0.06317643
450,0.030618276,0.04477296,0.014428962,0.054919347,0.028698497,0.024367312,0.04725507
451,0.050395105,0.053735636,0.02810772,0.08199836,0.04748683,0.043110613,0.07167623
452,0.029507104,0.03434589,0.022655644,0.065320805,0.031629536,0.032123707,0.05675547
453,0.033034075,0.041743092,0.020010177,0.06568925,0.025816463,0.030278163,0.04695838
454,0.051641855,0.046974417,0.026148852,0.06256945,0.030937271,0.03928743,0.053101167
455,0.07637427,0.07406758,0.030826468,0.079396345,0.047887363,0.04021394,0.06946677
456,0.21675223,0.28439882,0.04853578,0.20121095,0.09093723,0.047170803,0.114321515
457,0.096042745,0.08940719,0.03638362,0.0886705,0.05662176,0.049222767,0.07904448
458,0.15347801,0.18357225,0.04089938,0.15389378,0.06821486,0.043724876,0.09226295
459,0.112498224,0.12788744,0.035589665,0.11720247,0.059701916,0.04397236,0.08386915
460,0.034049742,0.04877436,0.02339374,0.08204394,0.03408696,0.03498376,0.056744184
461,0.01891421,0.02922907,0.013837531,0.05257458,0.02158511,0.025510076,0.0429229
462,0.032824095,0.039908938,0.021105554,0.05516602,0.029948147,0.027892292,0.05330312
463,0.043793064,0.07700323,0.029859832,0.07873036,0.042281426,0.039357103,0.07032768
464,0.01100528,0.025243176,0.008629909,0.049284678,0.01545625,0.018805642,0.03344711
465,0.024683798,0.04661147,0.01679492,0.070535004,0.029350122,0.027698835,0.052558087
466,0.03464798,0.03843409,0.020421304,0.06522368,0.02509298,0.024991553,0.04770192
467,0.014432054,0.029421015,0.011565533,0.055032607,0.01544189,0.019989831,0.03478835
468,0.023128469,0.042846408,0.014989136,0.062421266,0.026223006,0.024099339,0.04772658
469,0.014989938,0.030713249,0.01058563,0.056016523,0.01720655,0.020305848,0.036030754
470,0.017840933,0.033940595,0.012306309,0.055589143,0.019818053,0.021267664,0.04024483
471,0.020500299,0.040464476,0.013906165,0.062305912,0.026748227,0.024562802,0.048775878
472,0.013849573,0.031803764,0.009502332,0.054623563,0.016192736,0.018820072,0.03461132
473,0.01630098,0.030458616,0.011558079,0.05106969,0.017556088,0.020646019,0.037442658
474,0.016579669,0.032956984,0.012069575,0.057788447,0.018837504,0.021536078,0.039643414
475,0.016454851,0.03757797,0.011985635,0.05916043,0.02125413,0.02123393,0.04234053
476,0.016504778,0.034684908,0.011818883,0.059364323,0.01590198,0.020282306,0.03498066
477,0.016165527,0.035398256,0.011442952,0.06109546,0.018591374,0.021401845,0.03876601
478,0.0182538,0.035325103,0.013731957,0.06426539,0.019807866,0.022462135,0.041670118
479,0.01972427,0.039637912,0.013356311,0.059444364,0.023876008,0.022314543,0.04493802
480,0.083095275,0.09875132,0.030829981,0.10943232,0.040523175,0.037865087,0.0634129
481,0.22579113,0.29570296,0.057341356,0.24020566,0.084756725,0.051711902,0.113415085
482,0.23663937,0.2809947,0.06656922,0.24992505,0.071023926,0.05211874,0.10302467
483,0.15390639,0.19395529,0.044205014,0.16493133,0.07763891,0.049828697,0.10113983
484,0.21641509,0.2459915,0.05444957,0.18163057,0.0731614,0.04909448,0.10062449
485,0.07067968,0.09821103,0.030334631,0.114637986,0.044905018,0.039885566,0.06737601
486,0.054940067,0.08698079,0.021166163,0.08831261,0.036497295,0.031879127,0.05835146
487,0.029239811,0.05007843,0.01267922,0.065637745,0.019817343,0.020126913,0.038969625
488,0.046687115,0.08253706,0.01769302,0.09329572,0.026332106,0.023893345,0.049787726
489,0.04203325,0.050455302,0.019178558,0.055650815,0.042848423,0.031069746,0.06425463
490,0.09078353,0.11145166,0.031015845,0.10585864,0.07093147,0.044488464,0.091653235
491,0.07588638,0.092094705,0.022757977,0.08291331,0.040363416,0.031423323,0.06182678
492,0.07365563,0.100310296,0.019320361,0.093473464,0.031196756,0.022983467,0.052440085
493,0.04595755,0.0632238,0.01628069,0.07061201,0.024301205,0.021170475,0.04467906
494,0.02866453,0.042193733,0.013716009,0.05062287,0.027662542,0.022606289,0.04682302
495,0.22736266,0.28603056,0.053336225,0.21366763,0.075929865,0.044453423,0.10549244
496,0.19524775,0.19591996,0.05495402,0.15447195,0.07906095,0.053478163,0.10624931
497,0.121748246,0.13483219,0.034545224,0.11314092,0.057129893,0.044501167,0.0792409
498,0.07105102,0.11337603,0.022208523,0.0962544,0.042247225,0.031180387,0.06378325
499,0.046523176,0.0684209,0.018562125,0.07412313,0.032707814,0.027237872,0.05336832
