,p_0,p_1,p_2,p_3,p_4,p_5,p_6
63,0.1573143,0.13303939,0.05179603,0.11339096,0.0813138,0.08015907,0.11407481
64,0.07630396,0.0528277,0.036278825,0.06681879,0.05231253,0.054210685,0.08064804
65,0.06777595,0.046964332,0.032073855,0.065762684,0.05376202,0.041743092,0.0822601
66,0.07359352,0.0405149,0.037657335,0.063388154,0.042454988,0.053139325,0.07085346
67,0.039131872,0.06030971,0.024062242,0.07816706,0.031132264,0.026760835,0.056367964
68,0.030715577,0.035323072,0.018605513,0.059909277,0.025788272,0.024779083,0.04884301
69,0.03669646,0.053372364,0.02209909,0.07859241,0.029840706,0.026659125,0.05424837
70,0.03871416,0.047310058,0.020653866,0.07292311,0.032337938,0.035660565,0.055709433
71,0.23497528,0.21694276,0.05662235,0.16634034,0.06886897,0.04704018,0.094782874
72,0.27766448,0.24811962,0.06510078,0.17676093,0.07271301,0.04850701,0.10350614
73,0.38354266,0.42183888,0.07756114,0.24025062,0.08152291,0.044360567,0.12502989
74,0.42799836,0.5231194,0.0811999,0.2515294,0.06982478,0.03160337,0.121821545
75,0.37997428,0.45848387,0.079451114,0.25876993,0.09539009,0.048663963,0.13879476
76,0.3188603,0.3329545,0.07294269,0.21063946,0.0917826,0.058119785,0.12834762
77,0.2667926,0.2501877,0.06560051,0.18418226,0.08714783,0.06147603,0.12257293
78,0.1325011,0.09427118,0.04552654,0.10051622,0.055818353,0.051310133,0.08242076
79,0.12342358,0.059771188,0.039235555,0.06808622,0.039936796,0.05075399,0.066181615
80,0.039081853,0.04847421,0.023926063,0.07770682,0.03326783,0.03790582,0.057618827
81,0.07024629,0.097024806,0.027911492,0.11121942,0.03430879,0.032601375,0.057386607
82,0.04147645,0.052547842,0.027896166,0.08639249,0.03433603,0.02913189,0.06130968
83,0.025654169,0.035843413,0.015769856,0.05877607,0.026723688,0.025729194,0.048113924
84,0.03897199,0.05300722,0.026920548,0.079988115,0.031660207,0.033932358,0.056619216
85,0.08002272,0.053880967,0.05241791,0.082029544,0.05843334,0.069561824,0.0914334
86,0.08581714,0.042465277,0.038586088,0.059502024,0.03723813,0.056393407,0.06489104
87,0.07184351,0.048250936,0.03458738,0.05972937,0.040087707,0.051623315,0.06840372
88,0.05580732,0.05842195,0.024284681,0.07258913,0.027036482,0.030592527,0.047675043
89,0.05508288,0.05460835,0.022035183,0.072071604,0.023005784,0.02970827,0.042926256
90,0.0463956,0.04465288,0.028156811,0.06801989,0.031511698,0.03453569,0.0553948
91,0.08885106,0.06915127,0.03484306,0.07413762,0.040824108,0.042138845,0.06402349
92,0.3057291,0.32122502,0.07539516,0.21027951,0.10704946,0.062408738,0.14012559
93,0.25960565,0.23350897,0.06122381,0.15696712,0.06569166,0.052315533,0.096768916
94,0.20753188,0.15248573,0.05644109,0.12074191,0.066366225,0.06438225,0.09804798
95,0.1681247,0.13949224,0.04554225,0.106985696,0.05796167,0.055401623,0.087371595
96,0.124623574,0.08236986,0.05758695,0.09004168,0.089553244,0.07788619,0.1163434
97,0.09416665,0.05012512,0.060345996,0.07747959,0.063092306,0.07751191,0.09907746
98,0.2337581,0.21802165,0.0592744,0.16499469,0.07674777,0.060661674,0.108371325
99,0.056570623,0.055623006,0.039225187,0.1002484,0.04261247,0.040198285,0.07274978
100,0.018422365,0.036957525,0.012556302,0.05790858,0.019831687,0.020701448,0.040577684
101,0.028415062,0.034815587,0.015465005,0.055057824,0.022666913,0.019532103,0.044083267
102,0.016915571,0.0323151,0.01191637,0.05855337,0.017679814,0.020516992,0.036933348
103,0.050987177,0.046434768,0.028440868,0.06362399,0.02916528,0.03940922,0.055557203
104,0.06916893,0.03829047,0.035018485,0.058132395,0.039857905,0.0513896,0.06771027
105,0.11432059,0.07026677,0.03107882,0.084737465,0.030857602,0.033920176,0.050898604
106,0.05958544,0.0400778,0.041392975,0.08142628,0.056516252,0.05813551,0.086023666
107,0.10414678,0.05513597,0.034531638,0.085624106,0.039057776,0.04439447,0.06161237
108,0.060038377,0.040782835,0.031105924,0.058024414,0.03587874,0.031371742,0.06162387
109,0.07954097,0.06228798,0.035412546,0.07738561,0.052696355,0.04107374,0.07745078
110,0.18606983,0.15581572,0.046707608,0.11962928,0.07233529,0.05605683,0.09913469
111,0.084800765,0.061311923,0.045224283,0.08402101,0.04701586,0.044312216,0.07914805
112,0.06474549,0.045775138,0.04029398,0.0761978,0.059314623,0.043752335,0.09401757
113,0.07998175,0.052616667,0.038863845,0.07248444,0.040472735,0.034731083,0.07051218
114,0.06728096,0.046771795,0.037378892,0.06744808,0.04180515,0.034151636,0.06974049
115,0.09740381,0.060712807,0.068182744,0.08599577,0.108242214,0.090467505,0.14789939
116,0.08827391,0.052381054,0.037535835,0.06314436,0.050841544,0.06019456,0.08169441
117,0.105123185,0.05420582,0.04219457,0.057292197,0.04765908,0.08403024,0.083657466
118,0.06584332,0.05660396,0.051855613,0.098368384,0.15584567,0.10614719,0.1844824
119,0.0656516,0.046638053,0.05547375,0.100805104,0.110878445,0.096789196,0.1544031
120,0.03805291,0.053704023,0.020907544,0.07806595,0.03149416,0.0376368,0.054626785
121,0.043303568,0.0623844,0.02553064,0.08529721,0.03790052,0.029103776,0.06457629
122,0.03582204,0.05757762,0.020602042,0.070705965,0.031814255,0.025913052,0.054919865
123,0.07812082,0.0808914,0.031460084,0.08803889,0.040625338,0.044469304,0.065643266
124,0.07398428,0.04374945,0.04388934,0.07535592,0.051672388,0.06926788,0.08744651
125,0.08613588,0.04634828,0.044050176,0.06985778,0.054064605,0.06873542,0.08665375
126,0.0702845,0.038858064,0.033706427,0.062434442,0.03868935,0.044921383,0.06546938
127,0.13097511,0.075646035,0.033468332,0.08625522,0.032879945,0.040453088,0.054675642
128,0.083468236,0.05628798,0.025521062,0.06359032,0.025188692,0.026673434,0.045077395
129,0.11346162,0.07092855,0.04980925,0.08341503,0.043571487,0.043218844,0.06970533
130,0.22023247,0.16501762,0.045390707,0.12681037,0.048928745,0.040710427,0.07860552
131,0.121128276,0.08575394,0.050783176,0.10009149,0.05819255,0.052852392,0.087976076
132,0.15354715,0.114150725,0.04205161,0.09570784,0.058868416,0.04734802,0.085824996
133,0.07626732,0.055861767,0.032457903,0.06695258,0.04568624,0.036807545,0.06989214
134,0.27058613,0.24246426,0.07132021,0.16083369,0.09525334,0.075185396,0.12982745
135,0.14979193,0.10950073,0.049950097,0.09701558,0.0702872,0.079794124,0.10315252
136,0.20465682,0.11723727,0.07233897,0.10426308,0.06616693,0.091251716,0.106557146
137,0.06922462,0.048297193,0.037099723,0.071531095,0.05320084,0.06195547,0.083034016
138,0.09272978,0.07047066,0.03319426,0.07886441,0.031240972,0.032681067,0.05581299
139,0.040975448,0.060406227,0.0261133,0.08468222,0.03572078,0.028431075,0.064293355
140,0.03446413,0.056510955,0.019936468,0.06956503,0.03312997,0.026074488,0.05744981
141,0.018811198,0.032892548,0.013400034,0.06510821,0.02268898,0.027987283,0.044362567
142,0.072443865,0.06267824,0.025180148,0.07820247,0.026983041,0.03273973,0.049529813
143,0.06339154,0.050343946,0.032451004,0.07413543,0.058111325,0.056734297,0.083616026
144,0.07028108,0.038602214,0.03975743,0.06423337,0.046205286,0.04500289,0.075670816
145,0.17969584,0.10884047,0.053795397,0.10015262,0.056579378,0.05412175,0.083419584
146,0.11810355,0.068157345,0.04452412,0.07633913,0.04308617,0.039320603,0.06823069
147,0.09011247,0.046798993,0.04349731,0.06383878,0.0464961,0.054903347,0.07472672
148,0.0678923,0.044292863,0.033221908,0.062376965,0.045449227,0.049752288,0.07266645
149,0.05526582,0.02975666,0.03327435,0.048290893,0.040856786,0.04812611,0.071294345
150,0.12064307,0.10038914,0.038954526,0.09712046,0.059197113,0.041791722,0.083464935
151,0.3887792,0.3375778,0.09253625,0.21642306,0.07883546,0.058733705,0.12114042
152,0.146213,0.11867124,0.039242636,0.09847509,0.06436146,0.049005024,0.08902135
153,0.32576048,0.24739435,0.07951083,0.17074874,0.07185166,0.059052415,0.10741256
154,0.09678396,0.06561239,0.035454705,0.06855233,0.04818166,0.04038762,0.07207817
155,0.2419204,0.22510034,0.060079057,0.14773734,0.08559893,0.05721997,0.111109555
156,0.45048928,0.4613336,0.10642856,0.23527598,0.08329933,0.049802877,0.13371639
157,0.19192149,0.13398434,0.070825316,0.120355405,0.07210461,0.09101326,0.10741546
158,0.18902609,0.12848158,0.0740231,0.11414565,0.08684418,0.0892398,0.117175214
159,0.313396,0.34049982,0.06784853,0.20349923,0.08214157,0.05745071,0.120269485
160,0.0355749,0.049622305,0.021983966,0.07392208,0.028856711,0.0254662,0.054767247
161,0.03203187,0.051714778,0.018516237,0.06584196,0.028221667,0.02396489,0.05109402
162,0.03412879,0.061135698,0.023834312,0.08964333,0.025359094,0.03214424,0.046432585
163,0.06929656,0.037850007,0.04598907,0.064203516,0.046585362,0.066968456,0.07958105
164,0.0695264,0.033103243,0.033365708,0.05176459,0.037583582,0.04518939,0.06480129
165,0.05468742,0.04146356,0.05286026,0.09110727,0.12744035,0.11012495,0.17523773
166,0.061127372,0.043488085,0.040041313,0.060331956,0.07581221,0.071832985,0.11147583
167,0.12558582,0.08516985,0.043966006,0.090147145,0.058131076,0.054229688,0.08575226
168,0.12891899,0.06982513,0.060690347,0.07704393,0.06229548,0.0817847,0.09545612
169,0.14694746,0.095777735,0.054168034,0.09816162,0.06921264,0.06228487,0.09532386
170,0.121137865,0.089566,0.042027865,0.09212361,0.05580351,0.046275444,0.080636784
171,0.099182524,0.06309659,0.041020818,0.079243325,0.047965452,0.047077674,0.07602715
172,0.13604282,0.114097975,0.043279573,0.09757093,0.06999849,0.04975326,0.09257595
173,0.182267,0.14912263,0.05112313,0.120733336,0.07040705,0.05107237,0.09994529
174,0.14148372,0.108825654,0.045488805,0.09643815,0.069130644,0.049662147,0.092007525
175,0.18934846,0.18030882,0.04820363,0.13474125,0.0729734,0.04705235,0.09952939
176,0.26747715,0.23450512,0.06721869,0.15995175,0.0881956,0.063592,0.1168783
177,0.28022245,0.22654894,0.070783764,0.16376191,0.0724768,0.056294456,0.1029585
178,0.2662723,0.21784171,0.07037731,0.15678322,0.07915387,0.062188677,0.10662979
179,0.43569443,0.42390162,0.10821006,0.24546658,0.093664035,0.060130037,0.1410711
180,0.31959572,0.30056208,0.085987546,0.19867063,0.10197114,0.07264173,0.13492759
181,0.16900015,0.20112506,0.05143898,0.14564547,0.11131673,0.0743308,0.13274552
182,0.06859287,0.09753242,0.024964165,0.10851043,0.034427717,0.03401549,0.058140744
183,0.045390148,0.06153355,0.03843609,0.107117996,0.06570627,0.065533414,0.101195864
184,0.03935047,0.05640754,0.025402188,0.079199195,0.032669187,0.027725363,0.059741355
185,0.026137842,0.04460725,0.017212309,0.07139274,0.023658656,0.028157612,0.046060175
186,0.018129524,0.036297157,0.012410674,0.05623656,0.018248456,0.020104323,0.038148824
187,0.053957164,0.045209404,0.029669657,0.060637083,0.03388011,0.044715237,0.060818173
188,0.07532896,0.037466407,0.044101704,0.06054966,0.04850297,0.07365409,0.07953105
189,0.048205324,0.02907184,0.033592,0.06256552,0.045207687,0.054464884,0.07751304
190,0.05420496,0.033502217,0.028517546,0.05069248,0.050884947,0.04838188,0.082061395
191,0.075384416,0.040255293,0.03723507,0.058826778,0.043823212,0.055172015,0.07375462
192,0.18130617,0.16065358,0.053704448,0.12612633,0.08278839,0.066272154,0.1129894
193,0.09159944,0.072248146,0.050756574,0.09011948,0.08707624,0.07412458,0.11752851
194,0.13953805,0.12122473,0.050094105,0.0960629,0.080741376,0.07286304,0.108673066
195,0.2738127,0.21073665,0.06303776,0.14176385,0.066526785,0.052308254,0.095852174
196,0.18486874,0.124958634,0.053412165,0.10688316,0.057876002,0.05242143,0.088370964
197,0.12490459,0.08897989,0.042626247,0.083869256,0.0590968,0.053152606,0.08320586
198,0.0883235,0.04833216,0.03553393,0.057918675,0.034913003,0.036091175,0.058513366
199,0.19921014,0.17368947,0.053484656,0.12805177,0.083525866,0.059028074,0.11129537
200,0.16624342,0.11024547,0.056354977,0.10251269,0.067071624,0.06387939,0.09377883
201,0.31990123,0.2827242,0.079753384,0.18317947,0.07297329,0.059154827,0.108625524
202,0.05513094,0.041991882,0.0351717,0.070097715,0.07389009,0.058817577,0.10604029
203,0.108620405,0.07796333,0.040972617,0.077982776,0.054009218,0.046445455,0.079417594
204,0.13231649,0.08423689,0.045839928,0.079770535,0.05053326,0.042238772,0.077057704
205,0.30729538,0.2633652,0.08278678,0.16844843,0.096739806,0.07646457,0.13202824
206,0.44570702,0.46638092,0.09921461,0.24510787,0.07889187,0.04647124,0.12800898
207,0.34603795,0.4509753,0.07594474,0.25422636,0.09978175,0.04998249,0.138865
208,0.2822091,0.29256925,0.06562062,0.18960866,0.0819628,0.060728926,0.11640378
209,0.020134075,0.037395135,0.01373529,0.061683465,0.020075368,0.021371122,0.040394206
210,0.032488625,0.03347728,0.017004715,0.049334425,0.020377409,0.022630142,0.04105347
211,0.019063441,0.037636846,0.013291574,0.05786393,0.02020116,0.018439826,0.04057707
212,0.052548636,0.05751515,0.04337452,0.086794764,0.052234873,0.07046312,0.093624435
213,0.19286627,0.17772266,0.27565828,0.37287825,0.41887066,0.33182234,0.5375689
214,0.13503239,0.120911196,0.16335393,0.24181615,0.34646204,0.22458757,0.37634912
215,0.09508434,0.083296,0.1238211,0.2233984,0.35637498,0.23010625,0.40639102
216,0.048185844,0.050007273,0.056703217,0.14090012,0.27106258,0.14474352,0.32734302
217,0.04805517,0.04731341,0.026624281,0.058898453,0.09898446,0.07715236,0.12688723
218,0.0848329,0.09293983,0.028730324,0.073292024,0.072599135,0.05408763,0.09646753
219,0.1854721,0.23480496,0.046268977,0.13769943,0.07376079,0.046220843,0.106969334
220,0.122612014,0.14033683,0.034969702,0.100894496,0.08894731,0.05501272,0.10731864
221,0.17498228,0.19564444,0.04577972,0.12817873,0.08973308,0.061212942,0.114692755
222,0.11841634,0.10463896,0.0369081,0.09079951,0.067461416,0.049016837,0.08933264
223,0.18952318,0.18534908,0.0543077,0.13517633,0.093347356,0.065546855,0.11875258
224,0.13295008,0.07795093,0.040790837,0.07801242,0.04767448,0.05103705,0.07535024
225,0.06862837,0.035498105,0.034301322,0.055475675,0.03969632,0.04065666,0.066438556
226,0.34176764,0.37007734,0.07658927,0.21135966,0.092142716,0.05919213,0.13119617
227,0.24770017,0.1950481,0.06668449,0.14032024,0.08193191,0.06287837,0.11173131
228,0.32242462,0.42565277,0.06576243,0.24446006,0.09806964,0.048367728,0.13334015
229,0.21541752,0.158541,0.0521348,0.115313105,0.052954067,0.046182428,0.08168538
230,0.16790056,0.10973808,0.05112539,0.09430948,0.05399034,0.048062205,0.07995488
231,0.23074974,0.16005272,0.06656316,0.11911362,0.06282944,0.060588244,0.09466974
232,0.4490773,0.47377715,0.09531817,0.25321373,0.076175064,0.042564098,0.12693411
233,0.4039972,0.47912124,0.07579546,0.23459095,0.07292019,0.037165124,0.12054263
234,0.09796048,0.08422408,0.028948931,0.09482267,0.044002127,0.039707337,0.07212484
235,0.021749262,0.04007481,0.014588686,0.07674941,0.018554427,0.028279703,0.038316112
236,0.02271355,0.040107053,0.013932423,0.06831648,0.019530281,0.026342276,0.039623737
237,0.108903416,0.09303913,0.16634667,0.17362311,0.22214971,0.308095,0.3396928
238,0.17509927,0.15692666,0.21869421,0.3321156,0.44159293,0.27346942,0.490653
239,0.1551828,0.109010905,0.23619643,0.23031016,0.2870258,0.39449418,0.38645583
240,0.17119794,0.13908239,0.22510509,0.37073436,0.47512573,0.27467206,0.5173774
241,0.1235832,0.11760929,0.17801343,0.29552817,0.37462667,0.28073594,0.47440708
242,0.09216809,0.06671734,0.12176362,0.15501092,0.2408373,0.27958763,0.33790475
243,0.05849829,0.05687044,0.032735985,0.06089092,0.096931644,0.093895085,0.12988706
244,0.1995229,0.28684035,0.044137746,0.15284318,0.07717031,0.040518895,0.10944959
245,0.19158682,0.23668592,0.047387414,0.14295949,0.09670756,0.058434702,0.1225463
246,0.15436497,0.16441728,0.04413347,0.112047225,0.08571791,0.07211423,0.11269042
247,0.0409984,0.042968288,0.023004051,0.058911175,0.07417068,0.0583813,0.10741829
248,0.072454505,0.063131794,0.026385898,0.06002848,0.054689135,0.05062061,0.07999604
249,0.29566234,0.26350754,0.05686926,0.17146604,0.05966052,0.04023298,0.09422394
250,0.070927605,0.04696369,0.042751476,0.07624603,0.05403446,0.05653778,0.08401334
251,0.048821907,0.035455897,0.035200827,0.05256458,0.070424534,0.09064499,0.11057906
252,0.18524908,0.23721394,0.046194818,0.1521454,0.11727946,0.060354955,0.1351804
253,0.23889568,0.28689042,0.0535408,0.17086332,0.10233273,0.0584975,0.12805983
254,0.18979189,0.17400102,0.048832886,0.12536144,0.07427191,0.054067448,0.099942304
255,0.07022401,0.054062672,0.035099454,0.06757509,0.06833767,0.0507489,0.09805469
256,0.046706095,0.049372826,0.02599189,0.07127916,0.030236961,0.03089461,0.052388813
257,0.13763364,0.15781865,0.041506186,0.15783726,0.042720318,0.041610893,0.07054295
258,0.10742792,0.09581682,0.040968996,0.10713453,0.04770301,0.04745022,0.07094243
259,0.1924239,0.16350797,0.054001864,0.15193039,0.054040093,0.057145137,0.08622369
260,0.025423972,0.043724403,0.01667983,0.081847124,0.022375777,0.029378941,0.04345306
261,0.072435714,0.064583495,0.06408662,0.12662505,0.066787355,0.088156015,0.107673585
262,0.11351766,0.10828303,0.13719249,0.22110346,0.26848593,0.16147935,0.29752716
263,0.31089556,0.3701706,0.319572,0.60621566,0.63445896,0.14525726,0.6287625
264,0.16491099,0.20139283,0.183897,0.37114877,0.47910208,0.17739297,0.486865
265,0.2654209,0.25634316,0.33846214,0.4638121,0.47153556,0.2932501,0.5822367
266,0.22583868,0.24969228,0.25912935,0.46627608,0.52412736,0.22153269,0.5704742
267,0.22976543,0.2818342,0.219771,0.5259333,0.60094076,0.15215321,0.6174608
268,0.04279946,0.0412203,0.048722655,0.08383235,0.16412017,0.15329593,0.23322965
269,0.05580377,0.05732217,0.035667315,0.07195621,0.10454344,0.09651003,0.14154924
270,0.0843972,0.090631075,0.03236077,0.080591336,0.092693806,0.06532069,0.11591072
271,0.0562366,0.05852226,0.026316287,0.071339026,0.068407185,0.06278844,0.09513709
272,0.03287194,0.028200379,0.027442846,0.0607775,0.07361129,0.06608807,0.114780135
273,0.042719603,0.038101148,0.028355109,0.06757983,0.06924373,0.051343326,0.100675665
274,0.08424248,0.0665142,0.029591043,0.066831,0.059787862,0.05234592,0.08417625
275,0.056397885,0.05299825,0.030581214,0.071229555,0.076477885,0.06628342,0.10941341
276,0.04080664,0.029762525,0.025756495,0.04480561,0.05712571,0.0711883,0.09514798
277,0.14018889,0.15721907,0.035925366,0.11385128,0.08368979,0.054272484,0.105230086
278,0.2223701,0.28859955,0.04835909,0.17553854,0.10787807,0.055256337,0.13086963
279,0.2378166,0.30910584,0.053734142,0.18047929,0.11316855,0.05855345,0.13839893
280,0.1668384,0.10417425,0.054426722,0.093825914,0.06232718,0.07015157,0.09359357
281,0.2575979,0.256379,0.2387374,0.3762893,0.41690975,0.20458816,0.43651563
282,0.20045249,0.198276,0.21361743,0.46374658,0.572038,0.18665919,0.56406486
283,0.18671346,0.1864746,0.2228155,0.4353419,0.5051583,0.2113438,0.49299386
284,0.15742268,0.22064357,0.15950048,0.44850448,0.57707137,0.12570041,0.55941856
285,0.44641513,0.49693742,0.45110065,0.73557043,0.72429615,0.10146779,0.73541844
286,0.5047772,0.5635785,0.50839144,0.7718329,0.76083696,0.09145734,0.7662258
287,0.12034018,0.13860725,0.15727215,0.2806252,0.34084642,0.21992986,0.3982713
288,0.43930775,0.5118647,0.42443553,0.6834186,0.6892479,0.109542206,0.6922025
289,0.08589246,0.08230203,0.12906758,0.16248778,0.21313216,0.2719746,0.30404934
290,0.29277033,0.2944395,0.34295917,0.54495037,0.54514396,0.2202189,0.6405584
291,0.2139863,0.25121295,0.22039483,0.50185746,0.57769203,0.15874402,0.6241009
292,0.07850639,0.09664337,0.06972311,0.14924736,0.24826406,0.119865246,0.26863688
293,0.047753435,0.03330265,0.024239609,0.043340348,0.049844258,0.060469884,0.07994505
294,0.030940682,0.02498216,0.025356922,0.057995543,0.064743064,0.052760664,0.10101328
295,0.019779705,0.014866958,0.01727525,0.047066424,0.056466475,0.04226552,0.09948271
296,0.18372777,0.21434212,0.05863157,0.14215198,0.1131453,0.07417934,0.14326672
297,0.07613613,0.07376824,0.0343985,0.07124329,0.09572931,0.07836363,0.12885614
298,0.3019133,0.3881429,0.061604075,0.2153577,0.09576675,0.05147332,0.12795201
299,0.20617808,0.24023186,0.044868782,0.14495094,0.0884897,0.05667282,0.11349187
300,0.2823108,0.32218117,0.054509334,0.18625648,0.081837125,0.048429642,0.11445542
301,0.35463017,0.36973265,0.074490935,0.23143639,0.07055367,0.044310644,0.11134815
302,0.1186355,0.10737048,0.09808481,0.12794945,0.094200745,0.09708899,0.13278446
303,0.36337394,0.39194602,0.3633825,0.67375964,0.70449644,0.120387614,0.70957845
304,0.31935573,0.337835,0.3753391,0.60069704,0.43755734,0.16858935,0.4447528
305,0.31247875,0.39167777,0.33507034,0.57993996,0.55967134,0.16893761,0.53637385
306,0.32227868,0.3907267,0.3347722,0.6475921,0.687533,0.10952914,0.6776957
307,0.43418324,0.46593997,0.4470478,0.708582,0.6733193,0.12495865,0.705851
308,0.19247743,0.22802305,0.1946243,0.5049367,0.62309694,0.13115498,0.61021566
309,0.18002976,0.15678191,0.22684322,0.30911174,0.38360107,0.25317556,0.41893455
310,0.2752904,0.3048342,0.29786596,0.5773852,0.6489391,0.15181386,0.6434693
311,0.46004012,0.5384643,0.452349,0.71322495,0.69781095,0.10663598,0.71175605
312,0.35157678,0.38327864,0.34872705,0.50523293,0.52167106,0.26095676,0.55248725
313,0.602634,0.6314432,0.6179111,0.7742953,0.675419,0.13693134,0.7745436
314,0.33283237,0.37867853,0.33659282,0.5866818,0.59875953,0.16580643,0.6359015
315,0.043709893,0.032635108,0.051792566,0.06747831,0.09748987,0.15608841,0.16524825
316,0.050286062,0.05645193,0.05921086,0.13362439,0.20046805,0.1072651,0.24364224
